light_id,grid_zone,avg_load_percent,outage_history_count
SL-2940,ZONE-A,75.25,4
SL-2941,ZONE-B,83.44,8
SL-2942,ZONE-C,69.59,2
SL-2943,ZONE-D,80.79,6
SL-2944,ZONE-E,67.14,1
SL-2945,ZONE-A,70.19,1
SL-2946,ZONE-B,86.37,7
SL-2947,ZONE-C,65.76,2
SL-2948,ZONE-D,77.47,3
SL-2949,ZONE-E,74.02,0
SL-2950,ZONE-A,70.73,0
SL-2951,ZONE-B,79.79,4
SL-2952,ZONE-C,63.95,1
SL-2953,ZONE-D,82.18,3
SL-2954,ZONE-E,73.87,2
SL-2955,ZONE-A,71.46,2
SL-2956,ZONE-B,82.62,7
SL-2957,ZONE-C,72.15,2
SL-2958,ZONE-D,81.93,4
SL-2959,ZONE-E,70.51,1
SL-2960,ZONE-A,78.49,4
SL-2961,ZONE-B,81.76,6
SL-2962,ZONE-C,65.4,2
SL-2963,ZONE-D,78.77,2
SL-2964,ZONE-E,68.01,2
SL-2965,ZONE-A,71.45,2
SL-2966,ZONE-B,86.1,7
SL-2967,ZONE-C,63.66,0
SL-2968,ZONE-D,76.97,3
SL-2969,ZONE-E,71.08,0
SL-2970,ZONE-A,75.08,1
SL-2971,ZONE-B,84.43,4
SL-2972,ZONE-C,66.54,1
SL-2973,ZONE-D,75.22,1
SL-2974,ZONE-E,73.35,1
SL-2975,ZONE-A,75.48,2
SL-2976,ZONE-B,77.37,2
SL-2977,ZONE-C,66.52,0
SL-2978,ZONE-D,81.92,4
SL-2979,ZONE-E,74.45,1
SL-2980,ZONE-A,74.01,0
SL-2981,ZONE-B,84.12,8
SL-2982,ZONE-C,68.11,0
SL-2983,ZONE-D,76.83,3
SL-2984,ZONE-E,71.75,0
SL-2985,ZONE-A,75.66,4
SL-2986,ZONE-B,83.93,3
SL-2987,ZONE-C,64.5,1
SL-2988,ZONE-D,76.0,3
SL-2989,ZONE-E,74.13,1
SL-2990,ZONE-A,76.86,1
SL-2991,ZONE-B,86.99,7
SL-2992,ZONE-C,63.02,1
SL-2993,ZONE-D,75.68,1
SL-2994,ZONE-E,69.46,1
SL-2995,ZONE-A,75.9,4
SL-2996,ZONE-B,83.51,4
SL-2997,ZONE-C,68.78,2
SL-2998,ZONE-D,75.68,2
SL-2999,ZONE-E,74.77,2
SL-3000,ZONE-A,75.79,4
SL-3001,ZONE-B,80.41,7
SL-3002,ZONE-C,65.43,1
SL-3003,ZONE-D,80.38,7
SL-3004,ZONE-E,70.13,1
SL-3005,ZONE-A,74.9,1
SL-3006,ZONE-B,77.33,2
SL-3007,ZONE-C,68.33,0
SL-3008,ZONE-D,77.83,3
SL-3009,ZONE-E,69.84,2
SL-3010,ZONE-A,76.78,1
SL-3011,ZONE-B,81.52,3
SL-3012,ZONE-C,70.91,2
SL-3013,ZONE-D,81.93,3
SL-3014,ZONE-E,75.17,4
SL-3015,ZONE-A,74.86,2
SL-3016,ZONE-B,86.84,5
SL-3017,ZONE-C,72.94,1
SL-3018,ZONE-D,81.65,4
SL-3019,ZONE-E,68.48,2
SL-3020,ZONE-A,73.18,2
SL-3021,ZONE-B,82.18,5
SL-3022,ZONE-C,64.83,2
SL-3023,ZONE-D,74.76,2
SL-3024,ZONE-E,71.82,0
SL-3025,ZONE-A,78.41,2
SL-3026,ZONE-B,82.62,8
SL-3027,ZONE-C,64.35,2
SL-3028,ZONE-D,80.97,7
SL-3029,ZONE-E,73.43,1
SL-3030,ZONE-A,75.59,1
SL-3031,ZONE-B,86.14,6
SL-3032,ZONE-C,69.02,2
SL-3033,ZONE-D,75.51,2
SL-3034,ZONE-E,73.01,2
SL-3035,ZONE-A,78.11,2
SL-3036,ZONE-B,82.63,5
SL-3037,ZONE-C,70.78,1
SL-3038,ZONE-D,79.05,2
SL-3039,ZONE-E,72.08,2
SL-3040,ZONE-A,79.37,1
SL-3041,ZONE-B,83.39,3
SL-3042,ZONE-C,65.64,0
SL-3043,ZONE-D,79.04,2
SL-3044,ZONE-E,66.62,2
SL-3045,ZONE-A,72.56,2
SL-3046,ZONE-B,80.72,5
SL-3047,ZONE-C,70.03,2
SL-3048,ZONE-D,74.58,2
SL-3049,ZONE-E,69.76,1
SL-3050,ZONE-A,71.63,1
SL-3051,ZONE-B,84.68,6
SL-3052,ZONE-C,72.71,1
SL-3053,ZONE-D,75.29,3
SL-3054,ZONE-E,75.31,1
SL-3055,ZONE-A,71.15,0
SL-3056,ZONE-B,79.73,3
SL-3057,ZONE-C,69.18,1
SL-3058,ZONE-D,80.64,5
SL-3059,ZONE-E,74.09,1
SL-3060,ZONE-A,73.91,2
SL-3061,ZONE-B,86.82,5
SL-3062,ZONE-C,69.18,2
SL-3063,ZONE-D,76.96,4
SL-3064,ZONE-E,71.87,1
SL-3065,ZONE-A,78.78,1
SL-3066,ZONE-B,86.05,7
SL-3067,ZONE-C,70.24,2
SL-3068,ZONE-D,80.22,3
SL-3069,ZONE-E,71.49,2
SL-3070,ZONE-A,75.6,2
SL-3071,ZONE-B,80.99,5
SL-3072,ZONE-C,65.68,0
SL-3073,ZONE-D,82.76,6
SL-3074,ZONE-E,70.53,0
SL-3075,ZONE-A,79.75,3
SL-3076,ZONE-B,77.52,1
SL-3077,ZONE-C,68.52,2
SL-3078,ZONE-D,78.14,3
SL-3079,ZONE-E,72.5,2
SL-3080,ZONE-A,73.35,0
SL-3081,ZONE-B,83.84,7
SL-3082,ZONE-C,68.18,2
SL-3083,ZONE-D,82.01,7
SL-3084,ZONE-E,75.5,1
SL-3085,ZONE-A,75.45,4
SL-3086,ZONE-B,80.7,5
SL-3087,ZONE-C,65.46,2
SL-3088,ZONE-D,79.85,1
SL-3089,ZONE-E,73.74,1
SL-3090,ZONE-A,77.63,4
SL-3091,ZONE-B,78.35,1
SL-3092,ZONE-C,66.07,1
SL-3093,ZONE-D,80.25,8
SL-3094,ZONE-E,69.77,2
SL-3095,ZONE-A,74.28,2
SL-3096,ZONE-B,78.11,4
SL-3097,ZONE-C,66.14,2
SL-3098,ZONE-D,76.67,2
SL-3099,ZONE-E,68.66,1
SL-3100,ZONE-A,72.32,1
SL-3101,ZONE-B,78.18,3
SL-3102,ZONE-C,64.52,1
SL-3103,ZONE-D,77.71,1
SL-3104,ZONE-E,66.27,0
SL-3105,ZONE-A,79.96,2
SL-3106,ZONE-B,81.88,7
SL-3107,ZONE-C,69.83,0
SL-3108,ZONE-D,78.44,4
SL-3109,ZONE-E,70.72,0
SL-3110,ZONE-A,75.51,2
SL-3111,ZONE-B,83.85,4
SL-3112,ZONE-C,68.32,2
SL-3113,ZONE-D,73.44,1
SL-3114,ZONE-E,70.92,2
SL-3115,ZONE-A,74.39,0
SL-3116,ZONE-B,82.88,6
SL-3117,ZONE-C,64.75,1
SL-3118,ZONE-D,80.3,6
SL-3119,ZONE-E,73.73,1
SL-3120,ZONE-A,76.95,1
SL-3121,ZONE-B,84.24,7
SL-3122,ZONE-C,71.42,1
SL-3123,ZONE-D,76.45,4
SL-3124,ZONE-E,74.62,0
SL-3125,ZONE-A,74.94,0
SL-3126,ZONE-B,86.52,3
SL-3127,ZONE-C,72.38,0
SL-3128,ZONE-D,76.61,1
SL-3129,ZONE-E,74.91,2
SL-3130,ZONE-A,72.51,2
SL-3131,ZONE-B,80.4,4
SL-3132,ZONE-C,63.15,0
SL-3133,ZONE-D,81.81,6
SL-3134,ZONE-E,72.6,0
SL-3135,ZONE-A,70.57,2
SL-3136,ZONE-B,84.99,7
SL-3137,ZONE-C,64.01,1
SL-3138,ZONE-D,80.77,4
SL-3139,ZONE-E,74.71,2
SL-3140,ZONE-A,72.65,1
SL-3141,ZONE-B,77.6,4
SL-3142,ZONE-C,63.96,2
SL-3143,ZONE-D,80.04,7
SL-3144,ZONE-E,68.09,0
SL-3145,ZONE-A,71.39,0
SL-3146,ZONE-B,79.9,2
SL-3147,ZONE-C,72.17,0
SL-3148,ZONE-D,80.67,8
SL-3149,ZONE-E,66.62,0
SL-3150,ZONE-A,70.14,2
SL-3151,ZONE-B,83.05,7
SL-3152,ZONE-C,68.29,2
SL-3153,ZONE-D,80.97,3
SL-3154,ZONE-E,75.99,3
SL-3155,ZONE-A,71.16,2
SL-3156,ZONE-B,82.15,4
SL-3157,ZONE-C,71.95,1
SL-3158,ZONE-D,73.15,2
SL-3159,ZONE-E,67.51,1
SL-3160,ZONE-A,71.62,0
SL-3161,ZONE-B,86.9,3
SL-3162,ZONE-C,69.96,2
SL-3163,ZONE-D,77.41,4
SL-3164,ZONE-E,74.06,2
SL-3165,ZONE-A,71.38,2
SL-3166,ZONE-B,79.38,3
SL-3167,ZONE-C,66.95,2
SL-3168,ZONE-D,81.82,8
SL-3169,ZONE-E,75.19,3
SL-3170,ZONE-A,72.58,1
SL-3171,ZONE-B,85.53,3
SL-3172,ZONE-C,65.3,0
SL-3173,ZONE-D,74.22,2
SL-3174,ZONE-E,71.5,0
SL-3175,ZONE-A,79.44,2
SL-3176,ZONE-B,80.75,3
SL-3177,ZONE-C,66.15,0
SL-3178,ZONE-D,76.88,3
SL-3179,ZONE-E,71.49,0
SL-3180,ZONE-A,77.74,1
SL-3181,ZONE-B,82.43,8
SL-3182,ZONE-C,64.17,2
SL-3183,ZONE-D,75.82,4
SL-3184,ZONE-E,72.57,0
SL-3185,ZONE-A,71.21,2
SL-3186,ZONE-B,84.76,7
SL-3187,ZONE-C,65.67,1
SL-3188,ZONE-D,76.82,1
SL-3189,ZONE-E,75.56,4
SL-3190,ZONE-A,72.36,1
SL-3191,ZONE-B,78.89,3
SL-3192,ZONE-C,70.2,0
SL-3193,ZONE-D,74.01,1
SL-3194,ZONE-E,69.26,2
SL-3195,ZONE-A,79.65,1
SL-3196,ZONE-B,81.12,5
SL-3197,ZONE-C,70.26,0
SL-3198,ZONE-D,80.88,5
SL-3199,ZONE-E,73.77,0
SL-3200,ZONE-A,79.37,3
SL-3201,ZONE-B,77.44,3
SL-3202,ZONE-C,70.51,0
SL-3203,ZONE-D,77.65,1
SL-3204,ZONE-E,67.63,1
SL-3205,ZONE-A,79.27,4
SL-3206,ZONE-B,77.42,1
SL-3207,ZONE-C,67.31,2
SL-3208,ZONE-D,73.18,0
SL-3209,ZONE-E,73.71,1
SL-3210,ZONE-A,76.18,3
SL-3211,ZONE-B,77.36,4
SL-3212,ZONE-C,64.16,2
SL-3213,ZONE-D,75.83,1
SL-3214,ZONE-E,73.43,0
SL-3215,ZONE-A,78.16,2
SL-3216,ZONE-B,85.15,4
SL-3217,ZONE-C,64.31,0
SL-3218,ZONE-D,74.99,1
SL-3219,ZONE-E,71.45,1
SL-3220,ZONE-A,75.05,1
SL-3221,ZONE-B,84.61,6
SL-3222,ZONE-C,68.53,2
SL-3223,ZONE-D,76.88,4
SL-3224,ZONE-E,73.59,2
SL-3225,ZONE-A,73.95,1
SL-3226,ZONE-B,79.32,2
SL-3227,ZONE-C,67.89,1
SL-3228,ZONE-D,75.09,1
SL-3229,ZONE-E,73.02,0
SL-3230,ZONE-A,75.03,2
SL-3231,ZONE-B,78.48,2
SL-3232,ZONE-C,64.51,2
SL-3233,ZONE-D,75.12,3
SL-3234,ZONE-E,75.76,2
SL-3235,ZONE-A,78.83,4
SL-3236,ZONE-B,85.61,7
SL-3237,ZONE-C,72.01,0
SL-3238,ZONE-D,76.32,4
SL-3239,ZONE-E,68.16,1
SL-3240,ZONE-A,74.03,1
SL-3241,ZONE-B,86.82,4
SL-3242,ZONE-C,71.73,2
SL-3243,ZONE-D,75.38,4
SL-3244,ZONE-E,70.49,0
SL-3245,ZONE-A,72.73,0
SL-3246,ZONE-B,86.95,8
SL-3247,ZONE-C,71.55,2
SL-3248,ZONE-D,81.24,4
SL-3249,ZONE-E,74.73,0
SL-3250,ZONE-A,76.74,3
SL-3251,ZONE-B,80.1,3
SL-3252,ZONE-C,69.33,0
SL-3253,ZONE-D,73.38,2
SL-3254,ZONE-E,73.01,2
SL-3255,ZONE-A,78.27,1
SL-3256,ZONE-B,84.34,5
SL-3257,ZONE-C,66.77,2
SL-3258,ZONE-D,77.65,2
SL-3259,ZONE-E,69.34,1
SL-3260,ZONE-A,76.25,4
SL-3261,ZONE-B,77.08,2
SL-3262,ZONE-C,65.87,0
SL-3263,ZONE-D,81.41,7
SL-3264,ZONE-E,75.21,2
SL-3265,ZONE-A,77.82,3
SL-3266,ZONE-B,84.91,7
SL-3267,ZONE-C,65.77,1
SL-3268,ZONE-D,80.34,4
SL-3269,ZONE-E,73.74,2
SL-3270,ZONE-A,78.34,2
SL-3271,ZONE-B,86.72,3
SL-3272,ZONE-C,67.2,0
SL-3273,ZONE-D,74.62,1
SL-3274,ZONE-E,66.17,1
SL-3275,ZONE-A,73.43,0
SL-3276,ZONE-B,81.09,6
SL-3277,ZONE-C,63.66,0
SL-3278,ZONE-D,78.01,3
SL-3279,ZONE-E,68.56,2
SL-3280,ZONE-A,73.69,0
SL-3281,ZONE-B,85.18,3
SL-3282,ZONE-C,66.23,1
SL-3283,ZONE-D,74.55,0
SL-3284,ZONE-E,67.6,1
SL-3285,ZONE-A,79.51,3
SL-3286,ZONE-B,85.06,7
SL-3287,ZONE-C,64.59,0
SL-3288,ZONE-D,77.84,1
SL-3289,ZONE-E,75.61,3
SL-3290,ZONE-A,70.17,0
SL-3291,ZONE-B,86.39,4
SL-3292,ZONE-C,67.95,1
SL-3293,ZONE-D,75.33,1
SL-3294,ZONE-E,72.48,1
SL-3295,ZONE-A,73.79,1
SL-3296,ZONE-B,85.28,8
SL-3297,ZONE-C,69.97,1
SL-3298,ZONE-D,82.17,7
SL-3299,ZONE-E,70.49,1
SL-3300,ZONE-A,71.16,1
SL-3301,ZONE-B,83.43,6
SL-3302,ZONE-C,72.3,0
SL-3303,ZONE-D,76.12,4
SL-3304,ZONE-E,72.87,1
SL-3305,ZONE-A,78.91,3
SL-3306,ZONE-B,84.05,4
SL-3307,ZONE-C,69.16,0
SL-3308,ZONE-D,75.83,4
SL-3309,ZONE-E,67.58,0
SL-3310,ZONE-A,79.53,3
SL-3311,ZONE-B,86.25,5
SL-3312,ZONE-C,69.6,1
SL-3313,ZONE-D,76.6,4
SL-3314,ZONE-E,72.73,0
SL-3315,ZONE-A,75.03,4
SL-3316,ZONE-B,81.94,5
SL-3317,ZONE-C,67.41,2
SL-3318,ZONE-D,79.44,3
SL-3319,ZONE-E,70.14,0
SL-3320,ZONE-A,79.99,2
SL-3321,ZONE-B,83.69,5
SL-3322,ZONE-C,72.15,2
SL-3323,ZONE-D,76.87,3
SL-3324,ZONE-E,71.08,1
SL-3325,ZONE-A,79.23,2
SL-3326,ZONE-B,85.67,8
SL-3327,ZONE-C,68.26,0
SL-3328,ZONE-D,77.48,1
SL-3329,ZONE-E,70.31,2
SL-3330,ZONE-A,71.29,0
SL-3331,ZONE-B,84.48,7
SL-3332,ZONE-C,64.94,0
SL-3333,ZONE-D,82.99,6
SL-3334,ZONE-E,74.24,0
SL-3335,ZONE-A,76.85,1
SL-3336,ZONE-B,79.4,1
SL-3337,ZONE-C,69.06,2
SL-3338,ZONE-D,75.97,4
SL-3339,ZONE-E,67.88,2
SL-3340,ZONE-A,74.93,0
SL-3341,ZONE-B,77.99,1
SL-3342,ZONE-C,65.19,0
SL-3343,ZONE-D,80.92,3
SL-3344,ZONE-E,66.97,0
SL-3345,ZONE-A,74.14,0
SL-3346,ZONE-B,82.46,8
SL-3347,ZONE-C,67.27,0
SL-3348,ZONE-D,75.14,2
SL-3349,ZONE-E,68.43,0
SL-3350,ZONE-A,70.71,1
SL-3351,ZONE-B,83.08,3
SL-3352,ZONE-C,71.78,2
SL-3353,ZONE-D,77.77,3
SL-3354,ZONE-E,68.76,0
SL-3355,ZONE-A,76.94,1
SL-3356,ZONE-B,79.35,3
SL-3357,ZONE-C,68.3,1
SL-3358,ZONE-D,81.57,7
SL-3359,ZONE-E,75.26,1
SL-3360,ZONE-A,75.44,2
SL-3361,ZONE-B,82.8,3
SL-3362,ZONE-C,71.76,0
SL-3363,ZONE-D,73.49,2
SL-3364,ZONE-E,71.52,2
SL-3365,ZONE-A,71.54,0
SL-3366,ZONE-B,78.03,2
SL-3367,ZONE-C,65.85,0
SL-3368,ZONE-D,80.31,7
SL-3369,ZONE-E,74.3,0
SL-3370,ZONE-A,72.38,2
SL-3371,ZONE-B,77.48,4
SL-3372,ZONE-C,63.04,2
SL-3373,ZONE-D,78.77,4
SL-3374,ZONE-E,69.69,2
SL-3375,ZONE-A,76.87,4
SL-3376,ZONE-B,85.11,3
SL-3377,ZONE-C,64.53,1
SL-3378,ZONE-D,78.15,2
SL-3379,ZONE-E,72.49,1
SL-3380,ZONE-A,77.26,2
SL-3381,ZONE-B,80.86,5
SL-3382,ZONE-C,68.09,0
SL-3383,ZONE-D,75.04,3
SL-3384,ZONE-E,75.95,4
SL-3385,ZONE-A,70.78,2
SL-3386,ZONE-B,80.65,3
SL-3387,ZONE-C,70.31,2
SL-3388,ZONE-D,81.0,3
SL-3389,ZONE-E,67.24,2
SL-3390,ZONE-A,73.71,0
SL-3391,ZONE-B,83.02,8
SL-3392,ZONE-C,64.2,2
SL-3393,ZONE-D,78.05,2
SL-3394,ZONE-E,70.46,2
SL-3395,ZONE-A,77.48,2
SL-3396,ZONE-B,78.05,1
SL-3397,ZONE-C,64.96,1
SL-3398,ZONE-D,73.74,0
SL-3399,ZONE-E,73.27,1
SL-3400,ZONE-A,70.14,0
SL-3401,ZONE-B,81.1,6
SL-3402,ZONE-C,70.71,2
SL-3403,ZONE-D,74.39,2
SL-3404,ZONE-E,75.74,3
SL-3405,ZONE-A,70.82,1
SL-3406,ZONE-B,84.9,5
SL-3407,ZONE-C,72.2,2
SL-3408,ZONE-D,80.91,3
SL-3409,ZONE-E,74.53,2
SL-3410,ZONE-A,76.97,1
SL-3411,ZONE-B,86.99,8
SL-3412,ZONE-C,65.92,2
SL-3413,ZONE-D,77.25,2
SL-3414,ZONE-E,75.93,4
SL-3415,ZONE-A,74.46,0
SL-3416,ZONE-B,85.58,5
SL-3417,ZONE-C,65.4,1
SL-3418,ZONE-D,81.18,7
SL-3419,ZONE-E,71.54,2
SL-3420,ZONE-A,70.32,2
SL-3421,ZONE-B,84.95,6
SL-3422,ZONE-C,72.14,2
SL-3423,ZONE-D,76.61,3
SL-3424,ZONE-E,74.85,0
SL-3425,ZONE-A,75.73,4
SL-3426,ZONE-B,81.85,7
SL-3427,ZONE-C,69.04,1
SL-3428,ZONE-D,82.7,4
SL-3429,ZONE-E,74.3,1
SL-3430,ZONE-A,70.69,2
SL-3431,ZONE-B,82.63,5
SL-3432,ZONE-C,65.29,0
SL-3433,ZONE-D,78.37,1
SL-3434,ZONE-E,68.34,0
SL-3435,ZONE-A,75.19,3
SL-3436,ZONE-B,80.34,6
SL-3437,ZONE-C,71.88,0
SL-3438,ZONE-D,76.18,2
SL-3439,ZONE-E,71.11,2
SL-3440,ZONE-A,73.27,2
SL-3441,ZONE-B,80.72,8
SL-3442,ZONE-C,70.53,2
SL-3443,ZONE-D,73.49,2
SL-3444,ZONE-E,73.6,2
SL-3445,ZONE-A,74.85,1
SL-3446,ZONE-B,85.69,3
SL-3447,ZONE-C,71.98,1
SL-3448,ZONE-D,77.69,4
SL-3449,ZONE-E,67.86,2
SL-3450,ZONE-A,76.8,1
SL-3451,ZONE-B,84.9,7
SL-3452,ZONE-C,70.34,2
SL-3453,ZONE-D,78.17,3
SL-3454,ZONE-E,73.09,1
SL-3455,ZONE-A,79.48,4
SL-3456,ZONE-B,83.6,8
SL-3457,ZONE-C,66.38,0
SL-3458,ZONE-D,82.84,7
SL-3459,ZONE-E,67.13,1
SL-3460,ZONE-A,75.36,3
SL-3461,ZONE-B,81.03,7
SL-3462,ZONE-C,66.69,2
SL-3463,ZONE-D,74.79,0
SL-3464,ZONE-E,68.67,1
SL-3465,ZONE-A,78.27,1
SL-3466,ZONE-B,81.78,4
SL-3467,ZONE-C,66.98,1
SL-3468,ZONE-D,78.65,4
SL-3469,ZONE-E,66.83,1
SL-3470,ZONE-A,77.5,3
SL-3471,ZONE-B,84.74,6
SL-3472,ZONE-C,67.99,1
SL-3473,ZONE-D,76.84,4
SL-3474,ZONE-E,66.67,2
SL-3475,ZONE-A,78.11,3
SL-3476,ZONE-B,84.21,6
SL-3477,ZONE-C,72.62,2
SL-3478,ZONE-D,73.73,1
SL-3479,ZONE-E,68.09,2
SL-3480,ZONE-A,75.82,2
SL-3481,ZONE-B,85.71,6
SL-3482,ZONE-C,67.89,2
SL-3483,ZONE-D,73.79,0
SL-3484,ZONE-E,73.42,2
SL-3485,ZONE-A,70.29,1
SL-3486,ZONE-B,83.86,5
SL-3487,ZONE-C,70.48,1
SL-3488,ZONE-D,81.54,8
SL-3489,ZONE-E,71.96,0
SL-3490,ZONE-A,76.12,3
SL-3491,ZONE-B,83.18,5
SL-3492,ZONE-C,68.99,2
SL-3493,ZONE-D,79.12,3
SL-3494,ZONE-E,67.42,1
SL-3495,ZONE-A,77.21,4
SL-3496,ZONE-B,79.82,2
SL-3497,ZONE-C,70.67,0
SL-3498,ZONE-D,73.59,1
SL-3499,ZONE-E,75.38,4
SL-3500,ZONE-A,76.44,2
SL-3501,ZONE-B,82.44,7
SL-3502,ZONE-C,70.28,0
SL-3503,ZONE-D,74.11,2
SL-3504,ZONE-E,69.71,0
SL-3505,ZONE-A,70.13,0
SL-3506,ZONE-B,78.66,1
SL-3507,ZONE-C,72.89,1
SL-3508,ZONE-D,73.85,2
SL-3509,ZONE-E,66.58,1
SL-3510,ZONE-A,77.51,1
SL-3511,ZONE-B,84.64,7
SL-3512,ZONE-C,68.13,2
SL-3513,ZONE-D,74.17,1
SL-3514,ZONE-E,73.07,2
SL-3515,ZONE-A,75.74,2
SL-3516,ZONE-B,81.27,4
SL-3517,ZONE-C,65.01,0
SL-3518,ZONE-D,75.3,2
SL-3519,ZONE-E,71.55,1
SL-3520,ZONE-A,77.23,3
SL-3521,ZONE-B,78.14,3
SL-3522,ZONE-C,65.64,2
SL-3523,ZONE-D,82.12,5
SL-3524,ZONE-E,74.83,2
SL-3525,ZONE-A,72.65,0
SL-3526,ZONE-B,77.2,3
SL-3527,ZONE-C,64.39,0
SL-3528,ZONE-D,74.35,2
SL-3529,ZONE-E,74.94,0
SL-3530,ZONE-A,75.08,3
SL-3531,ZONE-B,77.84,2
SL-3532,ZONE-C,67.15,1
SL-3533,ZONE-D,73.62,0
SL-3534,ZONE-E,69.78,2
SL-3535,ZONE-A,73.1,1
SL-3536,ZONE-B,84.2,6
SL-3537,ZONE-C,68.06,0
SL-3538,ZONE-D,78.85,2
SL-3539,ZONE-E,73.51,2
SL-3540,ZONE-A,76.27,2
SL-3541,ZONE-B,81.08,6
SL-3542,ZONE-C,71.98,0
SL-3543,ZONE-D,82.38,3
SL-3544,ZONE-E,67.52,1
SL-3545,ZONE-A,73.31,2
SL-3546,ZONE-B,79.88,2
SL-3547,ZONE-C,69.98,2
SL-3548,ZONE-D,77.73,1
SL-3549,ZONE-E,73.52,2
SL-3550,ZONE-A,78.2,1
SL-3551,ZONE-B,80.78,7
SL-3552,ZONE-C,71.07,0
SL-3553,ZONE-D,79.21,2
SL-3554,ZONE-E,69.77,2
SL-3555,ZONE-A,72.21,2
SL-3556,ZONE-B,86.23,3
SL-3557,ZONE-C,71.58,1
SL-3558,ZONE-D,81.95,4
SL-3559,ZONE-E,66.95,2
SL-3560,ZONE-A,76.39,3
SL-3561,ZONE-B,78.92,2
SL-3562,ZONE-C,64.08,2
SL-3563,ZONE-D,78.21,3
SL-3564,ZONE-E,71.33,0
SL-3565,ZONE-A,70.48,0
SL-3566,ZONE-B,83.34,7
SL-3567,ZONE-C,65.71,2
SL-3568,ZONE-D,74.48,2
SL-3569,ZONE-E,69.38,0
SL-3570,ZONE-A,79.69,1
SL-3571,ZONE-B,82.75,5
SL-3572,ZONE-C,69.66,1
SL-3573,ZONE-D,81.12,8
SL-3574,ZONE-E,72.49,0
SL-3575,ZONE-A,71.58,2
SL-3576,ZONE-B,86.09,8
SL-3577,ZONE-C,67.86,0
SL-3578,ZONE-D,82.0,4
SL-3579,ZONE-E,69.15,2
SL-3580,ZONE-A,78.62,1
SL-3581,ZONE-B,82.13,8
SL-3582,ZONE-C,63.95,1
SL-3583,ZONE-D,76.91,2
SL-3584,ZONE-E,71.85,0
SL-3585,ZONE-A,78.16,3
SL-3586,ZONE-B,81.19,7
SL-3587,ZONE-C,66.45,0
SL-3588,ZONE-D,79.46,2
SL-3589,ZONE-E,75.41,1
SL-3590,ZONE-A,78.24,4
SL-3591,ZONE-B,81.62,3
SL-3592,ZONE-C,63.96,1
SL-3593,ZONE-D,75.72,2
SL-3594,ZONE-E,72.62,1
SL-3595,ZONE-A,76.41,1
SL-3596,ZONE-B,79.98,4
SL-3597,ZONE-C,64.49,1
SL-3598,ZONE-D,73.15,1
SL-3599,ZONE-E,71.4,0
SL-3600,ZONE-A,71.07,1
SL-3601,ZONE-B,82.74,4
SL-3602,ZONE-C,67.95,1
SL-3603,ZONE-D,82.17,5
SL-3604,ZONE-E,75.74,1
SL-3605,ZONE-A,78.45,1
SL-3606,ZONE-B,83.59,4
SL-3607,ZONE-C,65.55,1
SL-3608,ZONE-D,73.71,2
SL-3609,ZONE-E,68.62,0
SL-3610,ZONE-A,78.85,2
SL-3611,ZONE-B,79.4,4
SL-3612,ZONE-C,69.79,1
SL-3613,ZONE-D,79.96,3
SL-3614,ZONE-E,71.33,0
SL-3615,ZONE-A,70.83,1
SL-3616,ZONE-B,85.93,5
SL-3617,ZONE-C,68.71,0
SL-3618,ZONE-D,79.89,3
SL-3619,ZONE-E,74.67,0
SL-3620,ZONE-A,78.05,1
SL-3621,ZONE-B,78.87,4
SL-3622,ZONE-C,65.81,0
SL-3623,ZONE-D,79.89,2
SL-3624,ZONE-E,75.35,3
SL-3625,ZONE-A,79.74,4
SL-3626,ZONE-B,84.59,6
SL-3627,ZONE-C,68.38,2
SL-3628,ZONE-D,76.67,3
SL-3629,ZONE-E,74.54,2
SL-3630,ZONE-A,72.69,0
SL-3631,ZONE-B,82.21,3
SL-3632,ZONE-C,72.83,0
SL-3633,ZONE-D,77.53,3
SL-3634,ZONE-E,71.4,0
SL-3635,ZONE-A,70.5,0
SL-3636,ZONE-B,86.43,4
SL-3637,ZONE-C,66.97,1
SL-3638,ZONE-D,73.96,0
SL-3639,ZONE-E,73.38,1
SL-3640,ZONE-A,75.37,3
SL-3641,ZONE-B,78.43,2
SL-3642,ZONE-C,67.02,2
SL-3643,ZONE-D,81.4,7
SL-3644,ZONE-E,66.15,1
SL-3645,ZONE-A,78.41,3
SL-3646,ZONE-B,78.74,1
SL-3647,ZONE-C,68.26,0
SL-3648,ZONE-D,75.86,1
SL-3649,ZONE-E,68.49,2
SL-3650,ZONE-A,78.75,1
SL-3651,ZONE-B,81.08,8
SL-3652,ZONE-C,66.95,1
SL-3653,ZONE-D,73.11,0
SL-3654,ZONE-E,73.97,1
SL-3655,ZONE-A,75.83,3
SL-3656,ZONE-B,85.08,4
SL-3657,ZONE-C,64.18,1
SL-3658,ZONE-D,74.8,0
SL-3659,ZONE-E,67.95,0
SL-3660,ZONE-A,79.4,3
SL-3661,ZONE-B,84.34,3
SL-3662,ZONE-C,66.84,1
SL-3663,ZONE-D,80.7,3
SL-3664,ZONE-E,74.06,2
SL-3665,ZONE-A,77.3,1
SL-3666,ZONE-B,86.99,7
SL-3667,ZONE-C,66.85,2
SL-3668,ZONE-D,77.91,3
SL-3669,ZONE-E,67.14,2
SL-3670,ZONE-A,73.67,0
SL-3671,ZONE-B,79.42,3
SL-3672,ZONE-C,66.51,0
SL-3673,ZONE-D,82.37,7
SL-3674,ZONE-E,74.45,2
