request_id,light_id,reported_at,resolved_at,issue_type
REQ-1268,SL-3901,2025-09-14 13:45:35,2025-09-20 20:45:35,wiring
REQ-1269,SL-1917,2025-09-15 13:45:35,2025-09-16 17:45:35,pole_damage
REQ-1270,SL-1369,2025-09-15 13:45:35,2025-09-18 19:45:35,vandalism
REQ-1271,SL-1407,2025-09-15 13:45:35,2025-09-22 18:45:35,sensor_failure
REQ-1272,SL-4567,2025-09-15 13:45:35,2025-09-19 15:45:35,bulb_failure
REQ-1273,SL-0711,2025-09-15 13:45:35,2025-09-19 15:45:35,power_supply
REQ-1274,SL-4752,2025-09-15 13:45:35,2025-09-19 14:45:35,bulb_failure
REQ-1275,SL-3838,2025-09-16 13:45:35,2025-09-21 21:45:35,wiring
REQ-1276,SL-0270,2025-09-16 13:45:35,2025-09-19 18:45:35,sensor_failure
REQ-1277,SL-0665,2025-09-16 13:45:35,2025-09-19 21:45:35,pole_damage
REQ-1278,SL-3252,2025-09-16 13:45:35,2025-09-17 17:45:35,bulb_failure
REQ-1279,SL-3857,2025-09-16 13:45:35,2025-09-19 19:45:35,bulb_failure
REQ-1280,SL-0310,2025-09-16 13:45:35,2025-09-20 18:45:35,bulb_failure
REQ-1281,SL-1469,2025-09-16 13:45:35,2025-09-19 18:45:35,bulb_failure
REQ-1282,SL-0034,2025-09-16 13:45:35,2025-09-19 21:45:35,power_supply
REQ-1283,SL-1659,2025-09-17 13:45:35,2025-09-19 17:45:35,wiring
REQ-1284,SL-2175,2025-09-17 13:45:35,2025-09-21 18:45:35,pole_damage
REQ-1285,SL-1253,2025-09-17 13:45:35,2025-09-18 18:45:35,pole_damage
REQ-1286,SL-4702,2025-09-17 13:45:35,2025-09-19 15:45:35,wiring
REQ-1287,SL-1338,2025-09-17 13:45:35,2025-09-20 20:45:35,power_supply
REQ-1288,SL-4082,2025-09-18 13:45:35,2025-09-22 17:45:35,sensor_failure
REQ-1289,SL-0512,2025-09-18 13:45:35,2025-09-21 17:45:35,wiring
REQ-1290,SL-0812,2025-09-18 13:45:35,2025-09-22 18:45:35,bulb_failure
REQ-1291,SL-3783,2025-09-18 13:45:35,2025-09-23 21:45:35,wiring
REQ-1292,SL-4654,2025-09-18 13:45:35,2025-09-21 14:45:35,wiring
REQ-1293,SL-3599,2025-09-18 13:45:35,2025-09-20 15:45:35,sensor_failure
REQ-1294,SL-1430,2025-09-19 13:45:35,2025-09-20 21:45:35,bulb_failure
REQ-1295,SL-1311,2025-09-19 13:45:35,2025-09-21 15:45:35,power_supply
REQ-1296,SL-0455,2025-09-19 13:45:35,2025-09-23 16:45:35,pole_damage
REQ-1297,SL-0561,2025-09-19 13:45:35,2025-09-22 18:45:35,wiring
REQ-1298,SL-2879,2025-09-19 13:45:35,2025-09-22 20:45:35,power_supply
REQ-1299,SL-3368,2025-09-19 13:45:35,2025-09-21 14:45:35,wiring
REQ-1300,SL-0219,2025-09-20 13:45:35,2025-09-26 15:45:35,wiring
REQ-1301,SL-0246,2025-09-20 13:45:35,2025-09-23 18:45:35,wiring
REQ-1302,SL-1426,2025-09-20 13:45:35,2025-09-21 17:45:35,power_supply
REQ-1303,SL-2930,2025-09-20 13:45:35,2025-09-23 17:45:35,sensor_failure
REQ-1304,SL-1823,2025-09-20 13:45:35,2025-09-23 18:45:35,wiring
REQ-1305,SL-2211,2025-09-20 13:45:35,2025-09-21 18:45:35,bulb_failure
REQ-1306,SL-1193,2025-09-20 13:45:35,2025-09-25 14:45:35,bulb_failure
REQ-1307,SL-3172,2025-09-20 13:45:35,2025-09-27 17:45:35,bulb_failure
REQ-1308,SL-3345,2025-09-20 13:45:35,2025-09-23 20:45:35,pole_damage
REQ-1309,SL-4391,2025-09-20 13:45:35,2025-09-23 21:45:35,sensor_failure
REQ-1310,SL-2583,2025-09-20 13:45:35,2025-09-27 17:45:35,power_supply
REQ-1311,SL-2728,2025-09-21 13:45:35,,power_supply
REQ-1312,SL-4036,2025-09-21 13:45:35,2025-09-24 15:45:35,vandalism
REQ-1313,SL-1282,2025-09-21 13:45:35,,sensor_failure
REQ-1314,SL-1369,2025-09-22 13:45:35,2025-09-24 21:45:35,bulb_failure
REQ-1315,SL-0741,2025-09-22 13:45:35,2025-09-25 14:45:35,pole_damage
REQ-1316,SL-4762,2025-09-22 13:45:35,2025-09-25 20:45:35,bulb_failure
REQ-1317,SL-0762,2025-09-22 13:45:35,2025-09-27 19:45:35,sensor_failure
REQ-1318,SL-4781,2025-09-22 13:45:35,2025-09-28 21:45:35,power_supply
REQ-1319,SL-4637,2025-09-22 13:45:35,2025-09-25 19:45:35,sensor_failure
REQ-1320,SL-2961,2025-09-23 13:45:35,2025-09-27 16:45:35,pole_damage
REQ-1321,SL-3487,2025-09-23 13:45:35,2025-09-26 20:45:35,pole_damage
REQ-1322,SL-3975,2025-09-23 13:45:35,2025-09-29 18:45:35,bulb_failure
REQ-1323,SL-0397,2025-09-23 13:45:35,2025-09-28 21:45:35,sensor_failure
REQ-1324,SL-3256,2025-09-24 13:45:35,2025-09-25 20:45:35,bulb_failure
REQ-1325,SL-2128,2025-09-24 13:45:35,,bulb_failure
REQ-1326,SL-2460,2025-09-24 13:45:35,2025-09-28 17:45:35,pole_damage
REQ-1327,SL-3241,2025-09-24 13:45:35,2025-09-27 20:45:35,bulb_failure
REQ-1328,SL-1662,2025-09-24 13:45:35,2025-09-27 16:45:35,power_supply
REQ-1329,SL-1321,2025-09-24 13:45:35,2025-09-29 19:45:35,pole_damage
REQ-1330,SL-4529,2025-09-25 13:45:35,2025-09-26 14:45:35,bulb_failure
REQ-1331,SL-1161,2025-09-25 13:45:35,2025-09-28 21:45:35,bulb_failure
REQ-1332,SL-3507,2025-09-25 13:45:35,2025-10-01 18:45:35,bulb_failure
REQ-1333,SL-1897,2025-09-25 13:45:35,2025-09-28 18:45:35,wiring
REQ-1334,SL-2207,2025-09-25 13:45:35,2025-09-29 19:45:35,vandalism
REQ-1335,SL-4759,2025-09-25 13:45:35,2025-09-27 14:45:35,wiring
REQ-1336,SL-4689,2025-09-25 13:45:35,2025-09-27 18:45:35,pole_damage
REQ-1337,SL-3047,2025-09-25 13:45:35,2025-09-29 16:45:35,power_supply
REQ-1338,SL-1831,2025-09-25 13:45:35,2025-09-27 18:45:35,bulb_failure
REQ-1339,SL-2156,2025-09-26 13:45:35,2025-10-02 20:45:35,bulb_failure
REQ-1340,SL-4388,2025-09-26 13:45:35,2025-09-28 16:45:35,bulb_failure
REQ-1341,SL-4821,2025-09-27 13:45:35,2025-09-29 14:45:35,wiring
REQ-1342,SL-3883,2025-09-27 13:45:35,2025-09-30 18:45:35,wiring
REQ-1343,SL-0707,2025-09-27 13:45:35,2025-09-30 16:45:35,bulb_failure
REQ-1344,SL-3117,2025-09-27 13:45:35,2025-09-29 18:45:35,power_supply
REQ-1345,SL-3142,2025-09-27 13:45:35,2025-09-29 18:45:35,bulb_failure
REQ-1346,SL-1214,2025-09-27 13:45:35,2025-09-30 18:45:35,pole_damage
REQ-1347,SL-1821,2025-09-28 13:45:35,2025-10-03 15:45:35,bulb_failure
REQ-1348,SL-3090,2025-09-28 13:45:35,2025-10-03 14:45:35,bulb_failure
REQ-1349,SL-1570,2025-09-28 13:45:35,2025-10-02 15:45:35,vandalism
REQ-1350,SL-0898,2025-09-28 13:45:35,2025-09-30 20:45:35,wiring
REQ-1351,SL-2934,2025-09-29 13:45:35,2025-09-30 19:45:35,bulb_failure
REQ-1352,SL-3379,2025-09-29 13:45:35,2025-10-04 15:45:35,pole_damage
REQ-1353,SL-0244,2025-09-29 13:45:35,2025-10-05 16:45:35,power_supply
REQ-1354,SL-4690,2025-09-29 13:45:35,2025-10-03 16:45:35,bulb_failure
REQ-1355,SL-1267,2025-09-30 13:45:35,2025-10-03 21:45:35,sensor_failure
REQ-1356,SL-2435,2025-09-30 13:45:35,2025-10-06 15:45:35,bulb_failure
REQ-1357,SL-1924,2025-09-30 13:45:35,2025-10-04 15:45:35,vandalism
REQ-1358,SL-0994,2025-09-30 13:45:35,2025-10-03 17:45:35,bulb_failure
REQ-1359,SL-1502,2025-09-30 13:45:35,2025-10-05 21:45:35,wiring
REQ-1360,SL-2475,2025-09-30 13:45:35,2025-10-03 16:45:35,bulb_failure
REQ-1361,SL-2292,2025-10-01 13:45:35,2025-10-05 17:45:35,bulb_failure
REQ-1362,SL-3067,2025-10-02 13:45:35,2025-10-06 17:45:35,wiring
REQ-1363,SL-1254,2025-10-02 13:45:35,2025-10-06 16:45:35,wiring
REQ-1364,SL-4921,2025-10-02 13:45:35,2025-10-07 16:45:35,vandalism
REQ-1365,SL-1053,2025-10-03 13:45:35,2025-10-07 16:45:35,wiring
REQ-1366,SL-1749,2025-10-03 13:45:35,2025-10-07 20:45:35,pole_damage
REQ-1367,SL-1271,2025-10-03 13:45:35,2025-10-04 19:45:35,bulb_failure
REQ-1368,SL-3408,2025-10-04 13:45:35,2025-10-05 19:45:35,bulb_failure
REQ-1369,SL-1857,2025-10-04 13:45:35,2025-10-07 17:45:35,pole_damage
REQ-1370,SL-3655,2025-10-04 13:45:35,2025-10-08 21:45:35,sensor_failure
REQ-1371,SL-2263,2025-10-04 13:45:35,2025-10-08 21:45:35,pole_damage
REQ-1372,SL-0496,2025-10-05 13:45:35,,wiring
REQ-1373,SL-2752,2025-10-05 13:45:35,2025-10-06 15:45:35,pole_damage
REQ-1374,SL-4783,2025-10-05 13:45:35,2025-10-09 18:45:35,vandalism
REQ-1375,SL-2695,2025-10-05 13:45:35,,pole_damage
REQ-1376,SL-4537,2025-10-06 13:45:35,2025-10-10 18:45:35,power_supply
REQ-1377,SL-0032,2025-10-06 13:45:35,,bulb_failure
REQ-1378,SL-0338,2025-10-06 13:45:35,2025-10-07 17:45:35,bulb_failure
REQ-1379,SL-3678,2025-10-07 13:45:35,2025-10-11 15:45:35,pole_damage
REQ-1380,SL-1106,2025-10-07 13:45:35,2025-10-11 16:45:35,power_supply
REQ-1381,SL-4769,2025-10-08 13:45:35,2025-10-09 20:45:35,pole_damage
REQ-1382,SL-4243,2025-10-09 13:45:35,2025-10-12 16:45:35,wiring
REQ-1383,SL-2126,2025-10-10 13:45:35,2025-10-12 18:45:35,bulb_failure
REQ-1384,SL-4485,2025-10-11 13:45:35,2025-10-12 17:45:35,wiring
REQ-1385,SL-0477,2025-10-11 13:45:35,2025-10-13 20:45:35,bulb_failure
REQ-1386,SL-4462,2025-10-12 13:45:35,,sensor_failure
REQ-1387,SL-3879,2025-10-12 13:45:35,2025-10-15 14:45:35,wiring
REQ-1388,SL-3329,2025-10-12 13:45:35,2025-10-13 17:45:35,power_supply
REQ-1389,SL-2271,2025-10-13 13:45:35,2025-10-15 19:45:35,bulb_failure
REQ-1390,SL-2168,2025-10-13 13:45:35,2025-10-16 18:45:35,wiring
REQ-1391,SL-4682,2025-10-14 13:45:35,2025-10-18 14:45:35,bulb_failure
REQ-1392,SL-3515,2025-10-14 13:45:35,2025-10-16 19:45:35,wiring
REQ-1393,SL-1876,2025-10-14 13:45:35,,pole_damage
REQ-1394,SL-3419,2025-10-15 13:45:35,2025-10-18 17:45:35,wiring
REQ-1395,SL-3288,2025-10-15 13:45:35,2025-10-17 19:45:35,sensor_failure
REQ-1396,SL-2263,2025-10-16 13:45:35,2025-10-19 17:45:35,bulb_failure
REQ-1397,SL-0460,2025-10-16 13:45:35,2025-10-19 16:45:35,wiring
REQ-1398,SL-4386,2025-10-16 13:45:35,2025-10-20 15:45:35,vandalism
REQ-1399,SL-0421,2025-10-17 13:45:35,2025-10-20 21:45:35,power_supply
REQ-1400,SL-0177,2025-10-17 13:45:35,2025-10-19 21:45:35,bulb_failure
REQ-1401,SL-3641,2025-10-17 13:45:35,2025-10-20 19:45:35,sensor_failure
REQ-1402,SL-1322,2025-10-17 13:45:35,2025-10-20 21:45:35,power_supply
REQ-1403,SL-2081,2025-10-18 13:45:35,2025-10-19 19:45:35,vandalism
REQ-1404,SL-3756,2025-10-18 13:45:35,2025-10-19 14:45:35,bulb_failure
REQ-1405,SL-0902,2025-10-18 13:45:35,2025-10-21 21:45:35,pole_damage
REQ-1406,SL-4703,2025-10-18 13:45:35,2025-10-21 20:45:35,bulb_failure
REQ-1407,SL-3574,2025-10-18 13:45:35,2025-10-24 19:45:35,pole_damage
REQ-1408,SL-2220,2025-10-19 13:45:35,2025-10-21 19:45:35,bulb_failure
REQ-1409,SL-1806,2025-10-19 13:45:35,2025-10-21 20:45:35,wiring
REQ-1410,SL-3226,2025-10-20 13:45:35,,wiring
REQ-1411,SL-0710,2025-10-20 13:45:35,2025-10-24 17:45:35,sensor_failure
REQ-1412,SL-4367,2025-10-21 13:45:35,2025-10-26 16:45:35,power_supply
REQ-1413,SL-0755,2025-10-21 13:45:35,2025-10-28 21:45:35,pole_damage
REQ-1414,SL-4925,2025-10-21 13:45:35,2025-10-24 16:45:35,power_supply
REQ-1415,SL-4838,2025-10-22 13:45:35,2025-10-25 18:45:35,bulb_failure
REQ-1416,SL-2870,2025-10-24 13:45:35,2025-10-26 18:45:35,sensor_failure
REQ-1417,SL-1421,2025-10-24 13:45:35,,power_supply
REQ-1418,SL-3794,2025-10-25 13:45:35,2025-10-27 16:45:35,bulb_failure
REQ-1419,SL-4894,2025-10-25 13:45:35,2025-10-27 16:45:35,sensor_failure
REQ-1420,SL-2546,2025-10-26 13:45:35,2025-10-30 15:45:35,sensor_failure
REQ-1421,SL-2241,2025-10-26 13:45:35,2025-10-30 20:45:35,power_supply
REQ-1422,SL-3508,2025-10-26 13:45:35,2025-10-28 18:45:35,bulb_failure
REQ-1423,SL-2399,2025-10-27 13:45:35,2025-10-30 15:45:35,bulb_failure
REQ-1424,SL-1627,2025-10-27 13:45:35,2025-10-31 14:45:35,wiring
REQ-1425,SL-2370,2025-10-28 13:45:35,2025-11-02 18:45:35,wiring
REQ-1426,SL-2233,2025-10-28 13:45:35,2025-11-01 18:45:35,wiring
REQ-1427,SL-0885,2025-10-30 13:45:35,2025-11-02 21:45:35,power_supply
REQ-1428,SL-1025,2025-10-30 13:45:35,2025-10-31 19:45:35,wiring
REQ-1429,SL-1818,2025-11-01 13:45:35,2025-11-04 20:45:35,bulb_failure
REQ-1430,SL-2704,2025-11-01 13:45:35,2025-11-05 17:45:35,vandalism
REQ-1431,SL-2047,2025-11-02 13:45:35,2025-11-03 16:45:35,sensor_failure
REQ-1432,SL-1141,2025-11-02 13:45:35,2025-11-04 18:45:35,vandalism
REQ-1433,SL-3791,2025-11-02 13:45:35,2025-11-04 19:45:35,vandalism
REQ-1434,SL-0068,2025-11-02 13:45:35,2025-11-09 20:45:35,power_supply
REQ-1435,SL-0634,2025-11-02 13:45:35,2025-11-04 20:45:35,bulb_failure
REQ-1436,SL-2989,2025-11-03 13:45:35,2025-11-05 15:45:35,vandalism
REQ-1437,SL-3459,2025-11-03 13:45:35,2025-11-09 20:45:35,sensor_failure
REQ-1438,SL-4253,2025-11-03 13:45:35,2025-11-10 17:45:35,wiring
REQ-1439,SL-3294,2025-11-04 13:45:35,2025-11-07 20:45:35,pole_damage
REQ-1440,SL-1605,2025-11-04 13:45:35,2025-11-11 20:45:35,bulb_failure
REQ-1441,SL-0500,2025-11-04 13:45:35,2025-11-06 19:45:35,bulb_failure
REQ-1442,SL-0440,2025-11-04 13:45:35,2025-11-10 20:45:35,bulb_failure
REQ-1443,SL-0545,2025-11-05 13:45:35,2025-11-07 14:45:35,vandalism
REQ-1444,SL-2245,2025-11-05 13:45:35,2025-11-06 15:45:35,wiring
REQ-1445,SL-2224,2025-11-06 13:45:35,2025-11-13 19:45:35,wiring
REQ-1446,SL-1748,2025-11-07 13:45:35,2025-11-10 14:45:35,wiring
REQ-1447,SL-0894,2025-11-07 13:45:35,2025-11-12 19:45:35,wiring
REQ-1448,SL-0327,2025-11-07 13:45:35,2025-11-09 14:45:35,bulb_failure
REQ-1449,SL-1662,2025-11-08 13:45:35,2025-11-11 18:45:35,bulb_failure
REQ-1450,SL-0272,2025-11-09 13:45:35,2025-11-15 21:45:35,power_supply
REQ-1451,SL-2296,2025-11-09 13:45:35,2025-11-15 17:45:35,bulb_failure
REQ-1452,SL-0521,2025-11-10 13:45:35,2025-11-14 18:45:35,wiring
REQ-1453,SL-2293,2025-11-10 13:45:35,2025-11-12 20:45:35,wiring
REQ-1454,SL-3116,2025-11-10 13:45:35,2025-11-14 15:45:35,power_supply
REQ-1455,SL-2168,2025-11-11 13:45:35,2025-11-13 14:45:35,bulb_failure
REQ-1456,SL-4868,2025-11-11 13:45:35,2025-11-13 19:45:35,bulb_failure
REQ-1457,SL-2217,2025-11-11 13:45:35,2025-11-16 14:45:35,wiring
REQ-1458,SL-2049,2025-11-12 13:45:35,2025-11-16 15:45:35,wiring
REQ-1459,SL-4902,2025-11-12 13:45:35,2025-11-13 14:45:35,wiring
REQ-1460,SL-3443,2025-11-12 13:45:35,2025-11-14 14:45:35,bulb_failure
REQ-1461,SL-0104,2025-11-12 13:45:35,2025-11-18 17:45:35,power_supply
REQ-1462,SL-4349,2025-11-13 13:45:35,2025-11-18 18:45:35,bulb_failure
REQ-1463,SL-0930,2025-11-13 13:45:35,2025-11-14 16:45:35,sensor_failure
REQ-1464,SL-0822,2025-11-14 13:45:35,2025-11-17 18:45:35,bulb_failure
REQ-1465,SL-0104,2025-11-16 13:45:35,2025-11-18 20:45:35,vandalism
REQ-1466,SL-2975,2025-11-17 13:45:35,2025-11-20 20:45:35,wiring
REQ-1467,SL-4309,2025-11-17 13:45:35,2025-11-21 19:45:35,wiring
REQ-1468,SL-0069,2025-11-17 13:45:35,2025-11-21 21:45:35,bulb_failure
REQ-1469,SL-2263,2025-11-18 13:45:35,2025-11-20 20:45:35,bulb_failure
REQ-1470,SL-4004,2025-11-18 13:45:35,2025-11-24 19:45:35,pole_damage
REQ-1471,SL-3482,2025-11-18 13:45:35,2025-11-23 17:45:35,wiring
REQ-1472,SL-4196,2025-11-19 13:45:35,2025-11-23 18:45:35,power_supply
REQ-1473,SL-4386,2025-11-19 13:45:35,2025-11-23 15:45:35,bulb_failure
REQ-1474,SL-0133,2025-11-19 13:45:35,2025-11-23 17:45:35,power_supply
REQ-1475,SL-2729,2025-11-19 13:45:35,2025-11-23 17:45:35,sensor_failure
REQ-1476,SL-2879,2025-11-20 13:45:35,2025-11-23 14:45:35,bulb_failure
REQ-1477,SL-0044,2025-11-21 13:45:35,2025-11-24 18:45:35,bulb_failure
REQ-1478,SL-2035,2025-11-22 13:45:35,2025-11-28 19:45:35,power_supply
REQ-1479,SL-1068,2025-11-22 13:45:35,2025-11-25 15:45:35,power_supply
REQ-1480,SL-3736,2025-11-22 13:45:35,2025-11-25 18:45:35,wiring
REQ-1481,SL-3239,2025-11-23 13:45:35,2025-11-26 16:45:35,wiring
REQ-1482,SL-0691,2025-11-23 13:45:35,2025-11-27 18:45:35,vandalism
REQ-1483,SL-4509,2025-11-24 13:45:35,2025-11-29 16:45:35,sensor_failure
REQ-1484,SL-4393,2025-11-24 13:45:35,2025-12-01 14:45:35,pole_damage
REQ-1485,SL-2394,2025-11-24 13:45:35,2025-12-01 15:45:35,vandalism
REQ-1486,SL-2409,2025-11-24 13:45:35,2025-11-26 19:45:35,wiring
REQ-1487,SL-2956,2025-11-25 13:45:35,2025-11-30 21:45:35,power_supply
REQ-1488,SL-2351,2025-11-25 13:45:35,2025-12-02 14:45:35,wiring
REQ-1489,SL-2844,2025-11-26 13:45:35,2025-11-29 14:45:35,wiring
REQ-1490,SL-4210,2025-11-26 13:45:35,2025-11-28 19:45:35,bulb_failure
REQ-1491,SL-0936,2025-11-26 13:45:35,2025-12-03 15:45:35,wiring
REQ-1492,SL-3377,2025-11-27 13:45:35,2025-11-30 21:45:35,bulb_failure
REQ-1493,SL-2861,2025-11-27 13:45:35,2025-12-03 14:45:35,wiring
REQ-1494,SL-0211,2025-11-27 13:45:35,2025-11-29 21:45:35,sensor_failure
REQ-1495,SL-1116,2025-11-27 13:45:35,2025-11-30 15:45:35,bulb_failure
REQ-1496,SL-2220,2025-11-29 13:45:35,2025-12-02 17:45:35,vandalism
REQ-1497,SL-4780,2025-11-29 13:45:35,2025-11-30 17:45:35,wiring
REQ-1498,SL-2483,2025-12-01 13:45:35,2025-12-04 14:45:35,vandalism
REQ-1499,SL-0112,2025-12-01 13:45:35,2025-12-06 20:45:35,bulb_failure
REQ-1500,SL-2153,2025-12-02 13:45:35,2025-12-09 17:45:35,bulb_failure
